Designator,Mid X,Mid Y,Rotation,Layer
U2,88.9,-67.945,90.0,top
R8,97.155,-50.99,90.0,top
R7,83.82,-58.42,90.0,top
R6,95.885,-62.23,0.0,top
R5,86.36,-61.595,180.0,top
R4,97.79,-59.69,90.0,top
R3,97.155,-55.245,-90.0,top
R2,92.71,-58.42,0.0,top
D2,88.9,-58.64,0.0,top
C1,95.885,-67.31,90.0,top
J1,83.82,-74.93,90.0,top
D1,82.55,-69.85,90.0,top
R1,82.55,-64.77,-90.0,top
U1,90.17,-52.07,0.0,top
